ID,review,label
502,aur isss jaisay actorz aur aa gaye tuo pakistan ky dramas hit hoo jain gaye,Positive
503,oh khudda ka khof kr bhai,Negative
504,dua ki darkhawast ki jati hy,Positive
505,mood thik ho gaya mera ap bhi krlo,Positive
506,jab depp baras ke hue to in ke waldain ke mabein alehdgi ho gai,Negative
507,north karachi zareena colony me firing shaks janbahaq,Negative
508,dua ki guzarish ha,Positive
509,iqbal aur faiz ke bad qabool e aam ka jo darja faraz ko hasil hua wo urdu shairi mein aur kisi ko nasib nahi hua,Positive
510,darasal mery ghar wale aur degar family members sirf is wajah se mujhe ijazat de mein mali kar rahe the ke qanon ka shuba bari had tak sirf mardon ka shuba samjha jata tha,Negative
511,hahaha love qalandars,Positive
512,sare comments bilkul sahi hn m sb ki taed krti hun aur sb k sath hun,Positive
513,moray saiyaan bestnot faisla waada shadi mubarak ho yeh sub baqwas hain,Negative
514,khan sb the great,Positive
515,allah hedayat dy agar hedayat naseeb me naho to pir ya allah isko barbad kry,Negative
516,liaquatabad timber market me dukan me aag lag gai fire brigade rawana,Negative
517,lakin woh final mein hashim khan sey takra gaey europe ke sarzameen per pehla tournament khelne wale hashim khan ne chand minton mein hi mahmood ka final mein safaya ker deya iss khabar sey squash ki dunia mein aik tahalka mach gaya yeh aik bahot bara set tasawar keya gaya,Positive
518,dosri taraf peoples party ke bohat se log bhi inhe hamesha rujat pasand mulla samajhte rahe,Negative
519,maripor me police ki karwai lgw molah zubir group karnede giriftar,Negative
520,mian irfan riaz agr thi to imran p pabandi q hai us country m jany ki,Negative
521,hamary halqy ma poti i waly bolty hain hamri warshal ka kuch karo vote pmln ko dain gy,Negative
522,tumare mout ka farman aa gaya he abdullah apne amal durst kr low,Negative
523,it's wrong allah pak p yaqeen rkho,Positive
524,” major shabbir sharif shaheed watan se mohbat ka itna azeem jazba rakhte the ke unhein is ke muqabale mein apni jan ki bhi koi parwah nahi thi,Negative
525,a quality bhai shukriya,Positive
526,ye kamal ka bnda ha bhot elam ha is k pass bhi subha nallah,Positive
527,hahahaaqasmay dil ki awaz h meri ye page : d,Positive
528,zaib usman😂,Positive
529,april ko nawaz sharif nay panjab kay wazir e alla ki hasyat say halaf uthaya,Negative
530,mashaallah hamary city ki kismat hy jaha ilama shb tashreef laye,Positive
531,bhot acha oil hai beard k lye hairs smooth and growing b achi ho rahi hai,Positive
532,dilo jan in pr qurban,Positive
533,mujhe afsos is baat ka ha k aunty ka sochne ka andaz dekh zara kano ko hath lagaye banda,Negative
534,mubarak ho but all employees may labassistant bhi to a tay hai on k kay ho ga plz help of all labassistant,Positive
535,allah meri behno k nasib khair k sath khol dy ameen,Positive
536,kaash app england mein hotey,Positive
537,hina se to dosri lalee ache hai yar,Negative
538,jhangir khan ke bare bhai tourism khan bhi aik manjeh hue khelari they tourism khan dunia ke bare khelaryon ki fahrist mein they aur inter national squash players association ke sadar bhi they un ke kazan rahmat khan dunia ke behtareen khelaryon ki saf mein shamil ho chuke they rahmat ke walid nasrullah khan air land ke juna bair ligtan ke coach rah chuke they,Positive
539,ma sha allahlafz lafz moti hai chunn lo allah walon,Positive
540,tm ne jawan bachi ko bheja qbeghert,Negative
541,totaly bakwas hai yeah phone battery time b ni hai,Negative
542,tou yeh sala konsa mazdoor hai iskay pass itna pesa kahan sey ata hai isnay khud mana iskay london mai flats hain lekin phasa nawaz shareef yeh side sey nikal gaya or kisnay kaha ke yeh sahi banayega metro bus itni hi achi banayega tou pehlay jangla bus kyun kehta raha yeh nafsiyati or tumhara konsa bhai hai jo tumhay pata hai ke itni achi hukumat karay ga or na tum bilawal ko janti ho jo prediction kar rahi ho ke kuch nahi karay ga,Negative
543,lanat ho in hokmrano per,Negative
544,sir abdullah haroon jaise mukhlis aur musalmano ke mohsin ke karnamey tareekh mein mehfooz to hain lekin bad qismati se mutalla ke shauq mein kami ke sabab nae nasal in se mukammal taur par aagah nahi chunache zarorat is amar ki hai ke tehreek e azaadi ke mujahideen ke karnamon se nae nasal ko electronic media ke zariye aagah kiya jaey ta ke in ki afkaar ki roshni mein naujawano ko apna raasta muntakhib karne mein dushwari na ho aur un mein mulk se mohabbat ka jazba bhi beydar hua,Positive
545,ahaaaaaa ab ay ga mza bdly ka tyma geya *asy h* yad aya kuch,Positive
546,vote b kis ko dyn wo b sary andar sy aik jsy han mufadat ki siysat kal tk jo mulk ki sb sy bari bemari tha aj un sy itahad ho rha ha wo b kuch asa saf chupty b n nazar attay b ni🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 جیڑی ناں ناں کردی سی او ھاں کر بیٹھی اے,Negative
547,jis ki cinematography ya akkasi bohat pasand ki gai lekin ba lihaaz majmooi film buri tarah na kaam rahi,Negative
548,allah ap ki hefazat farmaye,Positive
549,walid ki janib se hausla afzaai ke natije mein sarojini naidu ne persian mein aik drama likha,Positive
550,mjhy is baray main nhi pta lekin age mila h to koi mazaika nhi pti k pas karachi main bht kam candidates hain even wahan py party strong ni h so jis ko bhi day dain ticket,Negative
551,bharte bharte mein marfiya ka istemal karne lage,Negative
552,wase bhi ye murda qoum hy…,Negative
553,peechay awaam ki badchodiyan check kero funny debate,Negative
554,un ke har sher mein jahan e mani poshidah hota hai,Positive
555,imran bohat qabil e tareef hain kyun ke wo kisi bhi tarah ke halaat mein reh sakte hain wo bila wajah naak bhawen charane wale aadmi nahi hain,Positive
556,magnetic nahi bal k rupey waley cup hn itna joot to na bolo ka set muje me mila,Negative
557,lower middle class se talluq rakhne ke bawajood unho ne siyasat ke sath sath taleem ko bhi jaari rakha,Positive
558,call band ka song peshawar zalmi wala hollywood level ka ha,Negative
559,great idea but ordinary categorizations is a greatest threat to the unity of pakistani people,Positive
560,wo nihayat bahimat aur deleer khaton thi,Positive
561,aur ka darmeyani arsa khan abdul ghaffar khan ney jailon aur jila watni mein guzara,Negative
562,love,Positive
563,bad experience pen purchase kiye thy payment ki lay li or envelop sy nikla or b buri trha damage toota hua us mai tooty huye parts b nhi nikly i think khud e toota hua bhaja hai inho ny read more hide,Negative
564,asslaam u alaikum hazrat duaown ke darkhawst hai allah dil ke dunya badal day oar aafiyat k saath aik khawish hai vo b poori kar day,Positive
565,january mein aik secondary school ka naam malala ke naam par rakha gaya aur october mein malala yousafzai ko tamgha e shujaat diya gaya,Positive
566,ard nay general pervez musharraf ki hukumat kay khelaf bhar pur mazahmat ka alan keya,Negative
567,jo misaal ke taur par shark fishes ya dinosaurs ke muqabley mein kahi ziyada sanjeeda mauzoaat ka aahata karti hain,Positive
568,kon c kitab sa merwi ha ya bt,Negative
569,"this is hilarious omg jeena ki yaad dila di is ""meghan fever"" ne tou lol",Negative
570,johnny depp apne fankarana salahiyaton ke balbotey par ab tak golden globe aur screen actors guild award samait mutaddid aezazaat hasil kar chuke hain,Positive
571,logon ki soch aisi hai kay ab selfies par bhi larein gay kay either selfie leni hai yaan nahi,Negative
572,yar maine ye mangwaye thay laken sabke sizes bhi alag thay quality bilkul bhi achi nahi thi mujhe is price mein market se bhi is se achi cheez mil jaati kyunke iska stuff bohot hi koi sasti quality ka hai or stitching bhi pehli bar pehnne mein saari bahar agayi,Negative
573,not only sahir sary morning show band kare jain,Negative
574,😂 aunty fari ko shukria kehna 😂,Positive
575,hum pay hr shakhs ne khudai ki,Negative
576,passport office me aam shehriyo ka dakhla bund kar diya gaya,Negative
577,in conferences mein khawateen ke infaradi masailse le kar almi satah tak ke masail par tafsil se giftogo ki gai aur sifarishat par mushtamil elamiye bhi jari keye gaye,Positive
578,iska pass ma wo pic juicer ki ku aa rhi ha ya to chai ki kittle hena,Negative
579,toba allah maaf kry tujy yeh kb lga,Negative
580,chunache paramount pictures ne in ke sath muaahedey ki tausee nahi ki,Negative
581,very good,Positive
582,extra ordinary product hai bhai darhi tou kamal ki kr deti,Positive
583,aoo na babe khushboo lgake,Positive
584,is saal eid ul fitar ki arab rupe ki kharidari ki gai atiq mir,Positive
585,bohat khoob so true alhamdulillah,Positive
586,mohammad hafeez: main aur misbah baras se aik sath kheel rahe hain hum mein achi understanding ho chuki hai isi tarah shahid afridi ke sath kheelte howae bhi se saal tak ho chuke hain lehaza achi dosti hai misbah ne meri na main ne misbah ki kabhi bhi beja himayat ki hum hameshah merit par fasle karte hain hum mein kabhi kisi baat par ikhtalaf nahi howa albata mazi mein jab is hawale se baatein ki gaeinto humein aik sath press conference kar ke wazahat deni par is qism ki baaton ka humare ahal e khana par bora asar hota hai jese dora south africa mein aik din main aur misbah aik sath bethe chai pe rahe the ke meri ahliya ka phone aaya unhon ne mujhe se pohcha ke �eee€�eeekia aap ki misbah bhai se larai hoi hai�eee€�eee mera nafi mein jawab sun kar,Positive
587,agr dj breaking news de ga toh zror bht zbrdst hi hogi,Positive
588,koi excuse ney election laren bus,Positive
589,itefaq se november hi iqbal ka youm e wiladat hai chunacha apni waldah ke inteqal par iqbal pore baras ke the is ke bawajod unhon ne apni waldah ki mout ko is tarah mehsos kiya jis tarah koi kamsin bacha nehsos karta hai,Positive
590,estate department se wabistegi ke sath sath wo aik muallima ki hesiyat se bhi faraiyz anjaam deti rahin,Positive
591,pahly kalma likh do wasy b ye jahaz nahi mout ka dosra naam haitni bus hatchkuly khati jis tra loogo zaleel krty ha,Negative
592,apni films chalte chalte aur kal ho na ho ke dauran wo back bone ki shaded takleef london mein surgery karani parhi shahrukh khan actress juhi chawla ke sath shirakatdari mein aik film company bhi chala rahe hain,Negative
593,jahil aunty eyse loggo ki waja se to pakistan doob gaya hai,Negative
594,janab hashir ko bata na paye class k baad,Negative
595,sakth sardi mein bhi saghar ke pas koi garam kapra na tha ke sardi se bach sake wo raat aik tanoor par sote kyun ke nan bai jab apna kaam khatam kar ke jata tab bhi tandoor garam rehta tha,Negative
596,jani ya jo masla hain ajj k nahin hain aur hamara jesa gareeb mulk main aysa areas main ya sab pohanchana bohat mushkil kaam ha,Negative
597,jb ap wapis aein to zaroor quetta say loadhraan just ap say milnay k lye oun ga,Positive
598,december ko inn ki shadi asif ali zardari say hoye,Negative
599,bakwaas,Negative
600,is mein protein ka imtezaj aur pani ka istemal bari ahamiyat ka hamil hota hai,Positive
601,se tak ke baras mohammed ali ki acting ke urooj ka zamana hain,Positive
602,sirf kaam se kaam rakhna un ka style aur sab se dosti rakhna un ka mizaj hai,Positive
603,yeh ghari mashaallah bari achi lagi hai iska leather strap iskay dial ka colour aur wazzan sab se mein mutmaeen hoon is se behtar ghari is price mein naheen hai :),Positive
604,bhai khobsorti ki tareef krni chahyae,Positive
605,achi hy,Positive
606,hahahahhahaha chem to yad hni ni to designer hi na ban jaon,Positive
607,many kb pochaaa,Positive
608,n nazimabad block f or m niaz manzil per street crimes roz ka mamool ban gye hein shehri sakht pareshan hein police notice lay,Negative
609,thanks god aakhir chal hi para mera ac boht zabardast chiz hay,Positive
610,walid sahib ne inhe na sirf hospital pohanchaya tha bal ke in ki jaan bachane ke liye khoon bhi diya tha,Positive
611,habib jalib ki siyasi shaiyri aaj bhi aam aadmi ko zulm ke khilaf bebaak awaz uthane ka sabaq deti hai,Positive
612,ap ko april ko riha kar diya gaya,Positive
613,wo islam pasandon bil khusoos jamaat islami ko dewaar se lagane ki policy par bhi amal peyra hain,Negative
614,bas mai hun h amazing 😂❤️,Negative
615,is tarha mujhe kaam karne mein maza aaega aur logon ko bhi nea pan ka aehsaas hoga,Positive
616,waalaikum aslaam theek,Positive
617,canada me adalat nay musalman khawateen k naqab laganay par pabandi laga di,Positive
618,hum ne khazan lota nahi bhara hai,Positive
619,jo us zamane ke lihaz se barhi baat thi,Positive
620,plz dow kar da mary or mary ghar waloo ka lia,Positive
621,in k ley lafz hat am ho jatyhn,Positive
622,agar aap ko piyar aur acha mahaul milta hai to aap ko kisi aur chez ki parwah nahi hoti,Positive
623,seriously phir gye hoe,Negative
624,mera murshad uchaa,Positive
625,haha tmhre aba ko screeshot bhju iska khush hojyenge ab se no more sephora 🤑,Negative
626,same thing k aik bunda chauti burai ko sahi samajh k kerta hay to wo bari burai ko asan samajh leta hay bacho ko roshnash karana apnay tahafuz k lye buri baat nahi,Positive
627,i grateful to ur parents 😂😂,Positive
628,subai assembliyon ki sala karkardagi me khyber pakhtunkhwa assembly score k sath behtreen qarar survey,Positive
629,inka asol hy muhajir ko pakro maro jo bachy ghulam bnao,Negative
630,samnay betha tha mere or wo mera na tha,Negative
631,bc corrupt leader ka corrupt banda,Negative
632,badshah salamat: sorry sir agar disturbance huwi to,Negative
633,december mien jamat e islami ke markazi rehnuma abdul qadir ko phansi diye jane ke bad yeh umeed ki ja rahi thi ke haseena wajid aur in ke sathiyon ka gussa qadre thanda ho chukka ho ga,Negative
634,allah qandeel ko aur hamari sari larkion ko iffat o paak damani se maal a maal karay aameen﻿,Positive
635,allah pak ap ko lambi umer dy ameen,Positive
636,sindhi aur urdu adab ki taraqqi ke liye marhoom pir ali rashdi ki khidmaat ko hamesha yaad rakha jaega,Positive
637,nahi hona chahye hmara mulak pakistan islam ki base pa marz e wujood ma aya tha ghair muslims ka koi haq nhi hai,Negative
638,agar sawal kiya jae ke pakistan ke kisi fankaar ka naam batae jise radio television aur film ke hawale se aalmi shohrat hasil hai to jawab mein hamare paas sirf aik naam hai aur wo hai zia mohyeddin,Positive
639,zia mohyeddin barhi mehnat aur tehqeeq ke sath sawalaat tayyar karte the,Positive
640,director ms sathewan in ke paas pohanche aur inhe garam hawa mien aik aeham moaawin kirdar adaa karne ki pesh kash ki,Positive
641,hm knjr samjty han,Negative
642,aunty ka ghussa check kren,Negative
643,hahaha isay kehty hen pakki kattar pitware ourat,Negative
644,hindustan mein haft roza “pakistan” june mein abbottabad soba sarhad sey nikla jis key editor syed ghulam hussain shah kazmi they,Positive
645,kitny khubsorat ho,Positive
646,mein aap ne dobara muslim league ke liye kaam kiya aur sindh kabeena mein wazeer maal ki hesiyat se shamoliyat ikhteyar ki,Positive
647,buhat kamal ki product hai or flavour tou allaaaaa hai,Positive
648,gg bilkul gulzar hai,Positive
649,pakistani culture toh nahe indian culture he follow kia hoa hy :))eid pe kyun release krni phr :),Negative
650,falto court k chakar katne se ye acha hai,Negative
651,jab yellow sitara ain tmhari gandh me ho,Negative
652,dukh hi dukh zindhge mein,Negative
653,astaghfaar abhi yh diet hy,Negative
654,ajaoajj main mood main houn,Positive
655,katrina ne mayos ho kar telugu filmon ka rukh kiya lekin behtar talafuz ke sath urdu sekhne ki koshishen bhi shuru kar dein,Positive
656,bilawal allah tumain salamat rakhey,Positive
657,qeyam e pakistan ke bad aap lahore aa gae aur government college lahore ke principal muqarrar hue,Positive
658,dua ki darkhst hy,Positive
659,aap kay qaum e youth to ramzan ka roza bhe mins pehlay he khol diya !! ye record koi bhe nahein torr sakta,Negative
660,tumhe watan ki hawaen salam kehti hen,Positive
661,yumna too bhi shamil hey,Positive
662,ahan bhai mehar wajid azeem pp ma lare ga,Positive
663,dj ki acting to best h or aj ki to or bhi superb,Positive
664,chini semint gandum railway arazi scandal samit degar bezabtagiyon ki zimedari bhi wazir e azam par dal de gayi,Negative
665,uloom tareekh aur geography ko aise buland meyar par pohnchaya jahan wo is se pehle nahi pohanche the,Positive
666,azam khan aur ke british open ke final mein pahonche they magar dono mertaba apne bare bhai yani hashim khan ka shikar ben gaye thay,Negative
667,ek din me episodes dekhe mene suno chanda k,Negative
668,inshallaallah ki madad ap k sath hay,Positive
669,chun ka senior player bharat mein shikast ki sharmandagi ka bais kuch keh nahi sakte thay,Negative
670,inho ne khud ko mutadid baar imran khan ka haqeeqi jaan nasheen sabit kiya aur kae matches mein pakistan ki numaiydegi ke sath captain ke faraiyz bhi anjaam diye,Positive
671,altaf hussain ki taraf say do tok alfaz samnay anay par aik dam sab kuch thanda par gaya aur wazeer e azam ki taraf say nro ko manzuri kay leye parliament mein pass na kar nay ka alan kar dia gaya,Negative
672,bhai lakin iska apna he maza hai ye kha kr dil krta hai transport ka business start kr dain,Positive
673,mein all india ka department qaiym hua to bukhari ki khidmat mustaar li gae,Positive
674,tahum salman ke career par is ke bais kisi kism ke manfi asrat nahi pare,Positive
675,in ki shaiyri ke english french hindi yogusalawi russian german aur punjabi mein tarajum ho chuke hain,Positive
676,e daawa nahi tareekhi haqiqat hai ke is waqt pakistan mein jamhuriat ke liye chaaron aamriyaton yani ayub khan yahya khan zia ul haq aur parvez musharraf ke samne seena sapar hone wale jahangir badar wahid siyasatdan hai jinho ne har aamir ko lalkara aur us ke natije mein koron aur qaid o band ki saubatein bardasht ki,Negative
677,phansti bhi ho pr dosron k samny sharaft ki acting krti ho,Negative
678,aj shab e juma hay,Positive
679,roza cricket mein kae martaba sab se barhi inferadi innings khel kar aalmi record bana chuke hain,Positive
680,yar ab bus karu nawaz pakistan kay masail hal nehain kar sakta nawaz chor or baigrat hain,Negative
681,pti ke jialo ko bhi jhatka hahahha,Negative
682,majroh tb krta jb screnshots dal dete :p,Negative
683,mein edgbaston test mein jab pakistan ki jeet yaqeni dekhai de rahi thi barish england ki madad ko aan pohanchi lords test mein jeet ke qareeb aakar naqis batting ke bais jeta match runs se har gaye,Positive
684,bacho samet afrad jan bahaq,Negative
685,un halat mein natajurbe kar khawateen ki tanzeem banana aur un se musibat zadgaan nadar mohtaj afrad ki khidmat ka kaam lena yaqenan mushkil tareen kaam tha lekin begum rana liaquat ali khan ne is kaam ka bera uthaya,Positive
686,sir plz western union se cash out karwane ka tareka bata de pakistan me is tara k zarie kam hai iss lye hame iss ke pare me kuch nahi pata plz ap tutorial me iss ke bare me kuch bata de,Negative
687,wrna amma ne kaam pe laga dena hai*,Positive
688,eman or amaal wali zindge k liye dua frmyen,Positive
689,meri story,Positive
690,is role ko karte hue khushi ho rahi thi aur khauf bhi mehsoos ho raha tha,Positive
691,main naik niyati se apne kaam par tawajja markooz kiye hue hon aur is ka mujhe phal bhi mil raha hai,Positive
692,nic family allah app ko nazar bat se bacha de,Positive
693,bhaa gya dil ko thora mehanga lga mgr acha lga,Positive
694,ap khose raho amane,Positive
695,drama to ajeeb he kedia startng main acha tha,Negative
696,kamyab security intizamat per rangers police or intizamia ko mubarakbad,Positive
697,laanat ho in per aag laga den in jese bhawon per,Negative
698,mujha dua dan allah razi ho jaya ameen,Positive
699,dono choor saly,Negative
700,jis ki wajah se rawa’n baras mien mukhtalif andaaz ke sath choti aur barhi screen par jalwagar hoti rahongi,Positive
701,inn dhamakon mein paunay do sau kay lag bhag afrad jan bahaq huye aur sankron zakhmi hoye,Negative
702,mar jana in logon ne india ko copy kar kar k,Negative
703,hahaha tmhy bardasht b kon kry,Negative
704,meri kits damage parsal hui hy plz mujhe exchange krni hy,Negative
705,haqeeeqat h ye😃😃🙈,Negative
706,bibi apki kio jal rh hy pani pee lo thora,Negative
707,ye couple video zra dekhein boy khud e bna raha,Positive
708,fata grand alliance ka jarga alhayda suba bananay ka mutalba me zam nahi hona chahatay parlimani faisal mustarad,Negative
709,wesy doctor aafia nai umeed lagi bi too kiss se pakistani qoom se jo apny lidrs ki mohhabbt mai andi hoi peri,Negative
710,film flop ho gai tahum cannes film festival mein ese kafi saraha gaya,Positive
711,bury kaam tera he dosra name ha,Negative
712,june ko iss jore mein talaq ho gayi,Negative
713,jab ke film escape to victory ki aksbandi ke dauran azeem footballer peele ki kick rokte hue stallone apni ungli turhwa bethe the,Negative
714,ma sha allahallah pak sonay habib ke sadfkey both sari barketin atya farmaeinaameen,Positive
715,ye pyar nai ye gangbang hai,Negative
716,muqami royat e hilal committee ko shahadaten musol kal josh o jazbay say eid ul fitar manai jaegi,Positive
717,lahore allama iqbal airport per instrumental landing system ka iftitah,Positive
718,ye harami gardar ha sab ko pata ha is ka bap pata nahi modi ha ya jandaal ha,Negative
719,mahsi pr chrhado isa,Negative
720,bashak mgr ak bat aurat khati wo kon ha jas khala rha ho muj m kia kami ha muj c dil bhar ga phr,Negative
721,razia sheer khan: bilkul aik ache trainer ke sath sath ache nutritionist ki bari ahamiyat hai,Positive
722,ka mutafiqa aain manzor ho chukka tha lekin balochistan ke halat mein therao nahi tha,Negative
723,bad mai ilzam sheher ke logon pe lagate ho ke wo ab tak muhajir kiyun hen,Negative
724,pehle fursit me ban kia jaye ase sab shows ko,Negative
725,tum dono lad rhe ho,Negative
726,lahore target killing me mulavis mulzim roza remand par police k hawalay,Positive
727,khan wazifa wo apna nae de rahay allah ka naam de rahay hain astaghfar karain allah ka naam flop kaisay ho skata hai nazubillah,Positive
728,yar kpk main kisi ki dosri bari nahin ati lakin khan na itna kaam kiya hain k wo pehla sa bohat zyada vote sa jeta ga tum dekh lena,Positive
729,aoa mary lya dua karna allah mary duaon ko qabool farmaya ameen thanks,Positive
730,is dor mein un ki shuhra e afaq film “mola jaat” bhi shamil hai jis ne pakistan ki tarikh mein record business kiya aur sab se ziyadah cinema haalon mein numaish pazeer rahi,Positive
731,mn ne red shrt ordar ki thi mujhy pink mn mili or us ki back side mn tuk laga hai,Negative
732,uff yeh apki paakbaaz soch :'),Positive
733,bohat bohat bohat khub,Positive
734,great aadmi aadmi,Positive
735,anyaa ye tmne kha tha mjhe😂😂😂❤💋,Positive
736,ap b shreef hain isi leye mn apko shareef lgi 😊😂😂😂😂,Positive
737,very sad for me aap k new eid concert nh aae aur new filmy songs b nh to mujhe bht bht dukh hoa but why gul,Negative
738,lahore hai karachi us ka shoher hai,Negative
739,laali ka bara afsos ha,Negative
740,mein ghazi amanullah khan ke khelaf afghanistan mein sorish huye to khan abdul ghaffar khan (bacha khan) aik wafd ke sath amanullah khan se mulaqat ke liye balochistan ke raste kandahar ja rahe thay ke unhein sibbi mein griftar kar liya gaya,Negative
741,lehaza masjid musalmanan e sindh ke haq mein bahaal ki jaey aur musalman qaidiyon ko riha kiya jaey,Positive
742,meri shadi k leyin duaa krin naik or achi waif atta frmay rab e kareem ameen,Positive
743,mai un dm karne walo ki izzat karta hu warna zaroor aur rolta,Negative
744,allah pak in ko lambi umar ata farmay,Positive
745,bohat mazy ka h drama,Positive
746,baz kaghizaat ke mutabiq wo aur baz ke mutabiq mein piada hoein,Negative
747,ask acha phone hai is price range mein or achi market value hai it's good,Positive
748,nawaz sharif pak hai to os ne abhi tk heera mandi khtm q nhi ki,Negative
749,jis ka ikhtetaam mein divorce par hua,Negative
750,mohammad hafeez: bihat ziyadah afsos hota hai hum guzishta kai baras se mushkil halat mein kheel rahe hain is doran kai masail ka samna karna para baz tanaziyat se mutasir mulki cricket ka waqar bahal ho chukka hai ab international cricket bahal ho jaye to awam ko bhi matches se lutf andoz hone ka moqa mile ga,Negative
751,abhi tu khb rae thy tjhy raan chye jhooti,Negative
752,aunti pootar gyen hain paki patwaran,Negative
753,: fire brigade mangva de tu angaaro par hai armaan:p,Negative
754,murshad sada khosh abaad rahy,Positive
755,pehle unhon ne us open jeeta aur phir candian open,Positive
756,zabardast,Positive
757,abey chal gaindi,Negative
758,nah pagal loog apnay cities ka hi nhi pta,Negative
759,retirement ke bad wo coach aur manager ke tor par quami team ka tawil hissa rahe aur is sare dor mein pakistan ne bohat si yadgar fatohat hasil kein jin mein numayan tar ke worldcup mein kamyabi hai,Positive
760,batting mein bhi kai bar kare waqat mein team ki ayanat ko aaye,Positive
761,aap k saath ghalat/bura hona aap ko maut ki yaad dilaata hai,Negative
762,main ab tak top ranking ke khilariyon ko shikast de chukka hun,Positive
763,bhai me student hu plzzz ek boy ne muj py boht zulam kiya h ap plzzz muje rabte ka bta de kese apse rabta kro,Negative
764,gramo mou mang to mout nhe ati ya to phr zalmi hai or dil karey to rakh lena sawi dadi jo dil kary btta dna karchi vs zalmi me ya number h mera,Negative
765,president putin ko maghrabi zarae iblaagh ne nae russia ka czar ka khitaab diya hai guzre waqton mein russia ke badshahon ko czar kaha jata tha,Positive
766,sarayyy posts prhna zaroor,Positive
767,mohibullah ne mertaba british open ke final mein pahonche magar teeno mertaba woh azam khan ke vhaton shikast sey do char ho gae final mein bhi unhon ne bahot zaberdast khail ka mozahra keya megar un ke mamoon ne apne tajurbe sey faida uthate hue bazi jeet li,Positive
768,inayat hussain bhatti ki samaji khidmat bhi hain,Positive
769,special mili hon bai mein touuu,Positive
770,is product nay mujhay mayusi say nikal deya shukria masood homeo online or daraz,Positive
771,lafz lafz moti,Positive
772,agr main mushraf nain afia ko usa ka hawaly kia to baqoulus ka mamu ka wo main us ka pass ey thi aur din rhyny ka bad chali gey they,Negative
773,khusoosan urdu geet nigari mein azmat ullah khan ke bad dosra naam hafeez jullandhuri ka ata hai,Positive
774,bad men kuch ikhtelafat ki bina par wo tdp chor kar samaaj waadi party mein shamil ho gai,Negative
775,chaudhry aslam ka naam talban aur inteha pasandon ke leye bhi dehshat ki alamat samjha jata,Positive
776,mera tou dil agaya hai is jacket per bari achi stitching hui hai iski aur kapra bhee acha istemal kia hai,Positive
777,hahaha nahi yaar ab itnaay buraay din b nhn aye,Negative
778,okara me tagra muqabla hoga,Positive
779,assalamu alaikum hazrat sahib aap ko bahoot mubarak ho naya facebook page ki,Positive
780,us daur mein ahmadabad bombay residency mein shamil tha aur use soobey mein aik khas maqam aur aehmiyat hasil thi,Positive
781,fairg hain issy liyay,Negative
782,mein chaudhry aslam aur un ki team par aghwa barae tawan ki wardaton mein mulawis aham mulzimmashoq barohi ko jail police muqable mein halak karne ka muqadama darj kiya gaya aur un samet pollice afsaran aur ahalkaron ko giraftar kar liya gaya tha jin mein irfan bahadur sarwar commando aur nasir ul hassan shaheed ka naam qabil e zikar hai,Negative
783,salaana tableeghi ijtima ka pehla marhla aur dosra marhala november ko raiwand main hoga,Positive
784,kse index points k izafay k baad points per band,Positive
785,net say kaisay daingay yeh complain web batai,Negative
786,tera bhai cha gyanlarke,Positive
787,allah o akbar ya allah madaad farma ameen,Positive
788,khushi se hori hy itne likes dekh k,Positive
789,fazool shirt fazool print kabhi na kharidna,Negative
790,rafah e aam ke kaamon aur qalmi imdad se kabhi gurez na karti,Positive
791,choti dunyaa asli mza e is mzaq ka hy,Positive
792,mujhy tu abhe tk kuch bhe smj nhe aya kia ho rha hh,Negative
793,only sided video nahi banana chahy,Negative
794,good,Positive
795,bohot he umda,Positive
796,allah tala behtar kry ga,Positive
797,wese b mry pas already boyfrnd h,Positive
798,tri future saas ny y sb kehna try bary m,Negative
799,bilkuk sahi kaha faisal qureshi ka kush kadre bhater show ha,Positive
800,ye munafik or gustakh insan haekalma parh k mukarne wala baygairat,Negative
801,saeed anwar batate hain ke shiddat e ghum se wo cheekhne lage aur apni bachi ko pukarte rahe lekin bhula jane wale kab laut kar aate hain,Negative
802,sir ye me ne msngwaya tha is ki jaga kuch or bhej deya ha mujhy galt ha ye,Negative
803,iss tarah ye roshan ke liye aik bahot bari kamyabi thai,Positive
804,pakistan ko matched ki series me ki bartari,Positive
805,khuda kiliay puri qoom utto es ki madad karo,Positive
806,tera b fitay kunjar,Negative
807,allah sy darr,Negative
808,duaon main yad rakhyn aj ki rat bht ba barkat hy,Positive
809,unhon ne baras tak bila takhsis rang o nasal aur mazhab o quom bemar aur besahara afrad ki khidmat ki,Positive
810,bas ab insanoo ko tarah aik album banao apney gorey ko wapas bulao aor shuru hojao,Positive
811,mai to barhe tassuf ke sath yeh batana chah raha hon ke is se hamare funn o saqafat ke shobey ki kam maeiygi aur mehroomi ka izhaar hota hai,Negative
812,mushkil tareen halat mein bhi umeed ka daman thame rakhne ko apni sab se bari qowat gardante hain,Positive
813,lyari singoline me firing se zakhmi,Negative
814,mery liy dua kry allah mjko sahleh oulad se nawaz dy,Positive
815,condoleezza rice ke khayalat ke tanazur mein in ka shumar america ke qadamat pasand aur riwayaat pasand logon mein kiya ja sakta hai maslan george bush ki sadarti mohim ke dauran wo aelania kaha karti thi ke “ isqaat hamal ” par pabandi aaiyd honi chahiye,Negative
